text,label,label_id
"Its ok chikku, and its my 1 of favourite song..:-)",ham,0
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,1
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",spam,1
Good Morning plz call me sir,ham,0
"Why is that, princess? I bet the brothas are all chasing you!",ham,0
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,ham,0
Cool. So how come you havent been wined and dined before?,ham,0
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,ham,0
No chikku nt yet.. Ya i'm free,ham,0
Lol yes. But it will add some spice to your day.,ham,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham,0
What time. I‘m out until prob 3 or so,ham,0
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,ham,0
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,ham,0
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,ham,0
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",ham,0
Lol yeah at this point I guess not,ham,0
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,spam,1
I love you both too :-),ham,0
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,ham,0
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,ham,0
aathi..where are you dear..,ham,0
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,ham,0
Is that what time you want me to come?,ham,0
Thanx but my birthday is over already.,ham,0
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,ham,0
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,ham,0
Not..tel software name..,ham,0
Moji just informed me that you saved our lives. Thanks.,ham,0
Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,ham,0
Ok,ham,0
Gud ni8.swt drms.take care,ham,0
Dear got bus directly to calicut,ham,0
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,ham,0
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham,0
Good Morning plz call me sir,ham,0
Thanks chikku..:-) gud nyt:-*,ham,0
Prabha..i'm soryda..realy..frm heart i'm sory,ham,0
Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,ham,0
Oh god..taken the teeth?is it paining,ham,0
I know girls always safe and selfish know i got it pa. Thank you. good night.,ham,0
Take some small dose tablet for fever,ham,0
If u sending her home first it's ok lor. I'm not ready yet.,ham,0
Are there TA jobs available? Let me know please cos i really need to start working,ham,0
No prob. I will send to your email.,ham,0
Ü collecting ur laptop then going to configure da settings izzit?,ham,0
"Usf I guess, might as well take 1 car",ham,0
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,1
In that case I guess I'll see you at campus lodge,ham,0
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam,1
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",ham,0
"Good stuff, will do.",ham,0
You all ready for * big day tomorrow?,ham,0
Ugh hopefully the asus ppl dont randomly do a reformat.,ham,0
Good words.... But words may leave u in dismay many times.,ham,0
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",ham,0
How dare you change my ring,ham,0
"I'm back, lemme know when you're ready",ham,0
Don know..he is watching film in computer..,ham,0
"Sorry, I'll call you  later. I am in meeting sir.",ham,0
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,ham,0
I want to lick your pussy now...,ham,0
Hey so whats the plan this sat? ,ham,0
Oops. 4 got that bit.,ham,0
"Aight, lemme know what's up",ham,0
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",ham,0
No..its ful of song lyrics..,ham,0
"Aight, I'll text you when I'm back",ham,0
I just saw ron burgundy captaining a party boat so yeah,ham,0
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",ham,0
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,ham,0
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,ham,0
"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",ham,0
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",ham,0
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",ham,0
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,ham,0
We will meet soon princess! Ttyl!,ham,0
Nt yet chikku..simple habba..hw abt u?,ham,0
Depends on where u going lor.,ham,0
Thts god's gift for birds as humans hav some natural gift frm god..,ham,0
Tell rob to mack his gf in the theater,ham,0
"yeah, that's what I was thinking",ham,0
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,ham,0
Well its not like you actually called someone a punto. That woulda been worse.,ham,0
2/2 146tf150p,spam,1
I want to be inside you every night...,ham,0
All done? All handed in? Celebrations in full swing yet?,ham,0
What * u wearing?,ham,0
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,spam,1
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,ham,0
Check wid corect speling i.e. Sarcasm,ham,0
"Hi Chikku, send some nice msgs",ham,0
Wat's my dear doing? Sleeping ah?,ham,0
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,1
LMAO where's your fish memory when I need it?,ham,0
"Cool, text me when you head out",ham,0
Watching ajith film ah?,ham,0
… and don‘t worry we‘ll have finished by march … ish!,ham,0
"Aight that'll work, thanks",ham,0
Aight sorry I take ten years to shower. What's the plan?,ham,0
Well i know Z will take care of me. So no worries.,ham,0
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",spam,1
No problem baby. Is this is a good time to talk? I called and left a message.,ham,0
Studying. But i.ll be free next weekend.,ham,0
Thinkin about someone is all good. No drugs for that,ham,0
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ham,0
Uncle Abbey! Happy New Year. Abiola,ham,0
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",ham,0
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",ham,0
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,ham,0
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",ham,0
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,ham,0
What not under standing.,ham,0
En chikku nange bakra msg kalstiya..then had tea/coffee?,ham,0
Wait 2 min..stand at bus stop,ham,0
Yeah whatever lol,ham,0
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam,1
Lol they don't know about my awesome phone. I could click delete right now if I want.,ham,0
how tall are you princess?,ham,0
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",ham,0
Is fujitsu s series lifebook good?,ham,0
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,ham,0
Have a good evening! Ttyl,ham,0
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,1
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,ham,0
No go. No openings for that room 'til after thanksgiving without an upcharge.,ham,0
Lil fever:) now fine:),ham,0
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam,1
We'll join the  &lt;#&gt;  bus,ham,0
"Haha yeah I see that now, be there in a sec",ham,0
I'm in class. Did you get my text.,ham,0
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,ham,0
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",ham,0
Esplanade lor. Where else...,ham,0
Wat uniform? In where get?,ham,0
Is ur paper in e morn or aft tmr?,ham,0
"Doing nothing, then u not having dinner w us?",ham,0
Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,ham,0
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",ham,0
Today my system sh get ready.all is well and i am also in the deep well,ham,0
When u wana see it then,ham,0
Shb b ok lor... Thanx...,ham,0
Wife.how she knew the time of murder exactly,ham,0
Id have to check but there's only like 1 bowls worth left,ham,0
K.then any other special?,ham,0
"Nope, I'm still in the market",ham,0
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam,1
Okie,ham,0
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,1
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ham,0
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,ham,0
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,spam,1
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",ham,0
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",ham,0
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",ham,0
Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,ham,0
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,ham,0
Left dessert. U wan me 2 go suntec look 4 u?,ham,0
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",ham,0
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",ham,0
"If e timing can, then i go w u lor...",ham,0
Or remind me in a few hrs.,ham,0
Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,spam,1
Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,spam,1
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,spam,1
Ok.ok ok..then..whats ur todays plan,ham,0
Im on gloucesterroad what are uup to later?,ham,0
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),spam,1
Can not use foreign stamps in this country.,ham,0
"Just dropped em off, omw back now",ham,0
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam,1
You call him and tell now infront of them. Call him now.,ham,0
Oh ok.. Wat's ur email?,ham,0
Hey! There's veggie pizza... :/,ham,0
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,spam,1
I've told him that i've returned it. That should i re order it.,ham,0
I dunno until when... Lets go learn pilates...,ham,0
"aight we can pick some up, you open before tonight?",ham,0
"Oh yes, why is it like torture watching england?",ham,0
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,0
I send the print  outs da.,ham,0
Kent vale lor... Ü wait 4 me there ar?,ham,0
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,spam,1
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,ham,0
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,0
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,spam,1
Oh baby of the house. How come you dont have any new pictures on facebook,ham,0
Where are you lover ? I need you ...,ham,0
I liked the new mobile,ham,0
But i dint slept in afternoon.,ham,0
My drive can only be read. I need to write,ham,0
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham,0
Yavnt tried yet and never played original either,ham,0
Hi its in durban are you still on this number,ham,0
Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,ham,0
Sorry i din lock my keypad.,ham,0
"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",ham,0
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",ham,0
Hi Princess! Thank you for the pics. You are very pretty. How are you?,ham,0
"Sir, I need AXIS BANK account no and bank address.",ham,0
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",ham,0
Sry da..jst nw only i came to home..,ham,0
I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,ham,0
Shopping? Eh ger i toking abt syd leh...Haha,ham,0
Ok lor. I'm in town now lei.,ham,0
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",ham,0
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,ham,0
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",ham,0
"whatever, im pretty pissed off.",ham,0
Stop knowing me so well!,ham,0
But am going to college pa. What to do. are else ill come there it self. Pa.,ham,0
Xy trying smth now. U eat already? We havent...,ham,0
No just send to you. Bec you in temple na.,ham,0
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",ham,0
Come to medical college at 7pm ......forward it da,ham,0
Are you free now?can i call now?,ham,0
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",spam,1
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,ham,0
You have got tallent but you are wasting.,ham,0
I havent add ü yet right.. ,ham,0
"Haha good to hear, I'm officially paid and on the market for an 8th",ham,0
And of course you should make a stink!,ham,0
Hi.what you think about match?,ham,0
You bad girl. I can still remember them,ham,0
Ya it came a while ago,ham,0
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,ham,0
Gimme a few was  &lt;#&gt;  minutes ago,ham,0
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",spam,1
Yes... I trust u to buy new stuff ASAP so I can try it out,ham,0
Lol no. Just trying to make your day a little more interesting,ham,0
Well good morning mr . Hows london treatin' ya treacle?,ham,0
"Haha awesome, be there in a minute",ham,0
No da. I am happy that we sit together na,ham,0
Rofl. Its true to its name,ham,0
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,spam,1
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,1
Meet after lunch la...,ham,0
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,ham,0
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,ham,0
What time you thinkin of goin?,ham,0
Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,ham,0
Sent me ur email id soon,ham,0
K k pa Had your lunch aha.,ham,0
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",ham,0
How much it will cost approx . Per month.,ham,0
I can ask around but there's not a lot in terms of mids up here,ham,0
How. Its a little difficult but its a simple way to enter this place,ham,0
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham,0
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,spam,1
You call times job today ok umma and ask them to speed up,ham,0
Then. You are eldest know.,ham,0
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",ham,0
Yup...,ham,0
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,ham,0
Your dad is back in ph?,ham,0
"Goodmorning, Today i am late for  &lt;#&gt; min.",ham,0
I love to wine and dine my lady!,ham,0
Are you going to wipro interview today?,ham,0
How was txting and driving,ham,0
I can't describe how lucky you are that I'm actually awake by noon,ham,0
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam,1
I think its far more than that but find out. Check google maps for a place from your dorm.,ham,0
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,ham,0
You getting back any time soon?,ham,0
Ard 4 lor...,ham,0
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,spam,1
I wonder if you'll get this text?,ham,0
All will come alive.better correct any good looking figure there itself..,ham,0
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham,0
Which is weird because I know I had it at one point,ham,0
"Theoretically yeah, he could be able to come",ham,0
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),ham,0
Lmao. Take a pic and send it to me.,ham,0
"Better than bb. If he wont use it, his wife will or them doctor",ham,0
I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,ham,0
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham,0
Hi dude hw r u da realy mising u today,ham,0
Hey i've booked the 2 lessons on sun liao...,ham,0
"Fair enough, anything going on?",ham,0
I will once i get home,ham,0
I think i am disturbing her da,ham,0
Just wanted to say holy shit you guys weren't kidding about this bud,ham,0
K tell me anything about you.,ham,0
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,ham,0
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",ham,0
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",ham,0
Send his number and give reply tomorrow morning for why you said that to him like that ok,ham,0
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,spam,1
"[…] anyway, many good evenings to u! s",ham,0
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),ham,0
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,ham,0
Nice.nice.how is it working?,ham,0
Huh i cant thk of more oredi how many pages do we have?,ham,0
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,ham,0
Ok. I asked for money how far,ham,0
He didn't see his shadow. We get an early spring yay,ham,0
I think i've fixed it can you send a test message?,ham,0
HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,ham,0
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam,1
I love to cuddle! I want to hold you in my strong arms right now...,ham,0
Thank you baby! I cant wait to taste the real thing...,ham,0
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",ham,0
Umma. Did she say anything,ham,0
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,ham,0
In which place do you want da.,ham,0
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,1
Where's my boytoy? I miss you ... What happened?,ham,0
Wish i were with you now!,ham,0
Am not interested to do like that.,ham,0
Don no da:)whats you plan?,ham,0
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,ham,0
You have 1 new voicemail. Please call 08719181513.,spam,1
"Yes, princess. Are you going to make me moan?",ham,0
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham,0
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,ham,0
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",ham,0
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,ham,0
"What's up bruv, hope you had a great break. Do have a rewarding semester.",ham,0
Good Morning plz call me sir,ham,0
There are many company. Tell me the language.,ham,0
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,ham,0
Infact happy new year. How are you where are you when are we seeing,ham,0
Doing my masters. When will you buy a bb cos i have for sale and how's bf,ham,0
As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam,1
When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,ham,0
"Aight, call me once you're close",ham,0
"Did you say bold, then torch later. Or one torch and 2bold?",ham,0
We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,ham,0
I am not sure about night menu. . . I know only about noon menu,ham,0
Wishing you a wonderful week.,ham,0
If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,ham,0
Will you be here for food,ham,0
Hui xin is in da lib.,ham,0
After completed degree. There is no use in joining finance.,ham,0
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,ham,0
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",spam,1
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,ham,0
HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,ham,0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,1
Me too! Have a lovely night xxx,ham,0
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam,1
Ok thanx... Take care then...,ham,0
Oh that was a forwarded message. I thought you send that to me,ham,0
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",spam,1
Okey dokey swashbuckling stuff what oh.,ham,0
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,spam,1
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",ham,0
Are you still getting the goods.,ham,0
Both :) i shoot big loads so get ready!,ham,0
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham,0
Ü got wat to buy tell us then ü no need to come in again.,ham,0
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam,1
Howz pain?hope u r fine..,ham,0
"Dad wanted to talk about the apartment so I got a late start, omw now",ham,0
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam,1
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,ham,0
Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,ham,0
PS U no ur a grown up now right?,ham,0
Are you the cutest girl in the world or what,ham,0
Hi msg me:)i'm in office..,ham,0
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam,1
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",ham,0
I.ll post her out l8r. In class,ham,0
Sorry da..today i wont come to play..i have driving clas..,ham,0
How come guoyang go n tell her? Then u told her?,ham,0
Do you like shaking your booty on the dance floor?,ham,0
Oh k k:)but he is not a big hitter.anyway good,ham,0
